baitID	preyID	N
119435	72078	1
119435	72474	1
119435	72894	1
119435	73026	1
119435	73029	1
119435	73062	1
119435	73137	1
119435	73510	1
119435	73560	1
119435	75443	1
119435	76003	1
119435	76011	1
119435	76034	1
119435	76110	1
119435	76513	1
119435	77648	1
119435	78926	1
119435	80800	1
119435	82180	1
119435	82370	1
119435	83872	1
119435	84408	1
119435	84483	1
119435	84703	1
119435	84883	1
119435	85223	1
119435	85804	1
119435	86167	1
119435	86423	1
119435	86693	1
119435	87027	1
119435	88261	1
119435	88366	1
119435	88741	1
119435	88916	1
119435	89482	1
119435	90327	1
119435	90351	1
119435	90777	1
119435	91065	1
119435	91703	1
119435	92002	1
119435	92255	1
119435	92322	1
119435	92399	1
119435	93549	1
119435	93648	1
119435	94239	1
119435	94514	1
119435	96007	1
119435	96386	1
119435	96599	1
119435	96691	1
119435	96700	1
119435	96793	1
119435	96989	1
119435	97348	1
119435	98645	1
119435	98790	1
119435	99819	1
119435	100763	1
119435	100798	1
119435	100888	1
119435	101066	1
119435	101312	1
119435	101502	1
119435	101633	1
119435	101902	1
119435	102028	1
119435	102120	1
119435	102361	1
119435	118461	1
119435	118463	1
119435	118497	1
119435	118521	1
119435	118614	1
119435	118616	1
119435	118631	1
119435	118638	1
119435	118703	1
119435	118715	1
119435	118737	1
119435	118747	1
119435	118757	1
119435	118768	1
119435	118802	1
119435	118819	1
119435	118839	1
119435	118865	1
119435	118884	1
119435	118888	1
119435	118899	1
119435	118900	1
119435	118911	1
119435	118923	1
119435	118928	1
119435	118938	1
119435	118942	1
119435	118946	1
119435	118959	1
119435	118963	1
119435	118971	1
119435	118984	1
119435	118988	1
119435	118990	1
119435	118995	1
119435	118997	1
119435	119001	1
119435	119009	1
119435	119010	1
119435	119018	1
119435	119022	1
119435	119027	1
119435	119034	1
119435	119040	1
119435	119041	1
119435	119048	1
119435	119050	1
119435	119057	1
119435	119058	1
119435	119067	1
119435	119075	1
119435	119078	1
119435	119087	1
119435	119091	1
119435	119096	1
119435	119104	1
119435	119105	1
119435	119113	1
119435	119114	1
119435	119116	1
119435	119120	1
119435	119123	1
119435	119128	1
119435	119129	1
119435	119133	1
119435	119135	1
119435	119136	1
119435	119142	1
119435	119143	1
119435	119151	1
119435	119153	1
119435	119154	1
119435	119161	1
119435	119164	1
119435	119165	1
119435	119170	1
119435	119182	1
119435	119186	1
119435	119191	1
119435	119194	1
119435	119195	1
119435	119197	1
119435	119203	1
119435	119213	1
119435	119216	1
119435	119217	2
119435	119220	1
119435	119227	1
119435	119230	1
119435	119236	1
119435	119245	1
119435	119246	1
119435	119247	1
119435	119248	2
119435	119249	1
119435	119252	1
119435	119253	1
119435	119254	1
119435	119255	1
119435	119256	1
119435	119258	2
119435	119259	1
119435	119260	1
119435	119265	2
119435	119267	2
119435	119268	2
119435	119269	3
119435	119270	1
119435	119271	1
119435	119272	1
119435	119273	1
119435	119274	2
119435	119275	1
119435	119276	1
119435	119277	2
119435	119278	1
119435	119279	2
119435	119281	1
119435	119282	3
119435	119284	1
119435	119286	1
119435	119287	1
119435	119288	2
119435	119289	1
119435	119290	1
119435	119291	1
119435	119294	1
119435	119296	1
119435	119297	1
119435	119299	1
119435	119300	1
119435	119307	1
119435	119309	1
119435	119310	1
119435	119313	1
119435	119314	1
119435	119317	1
119435	119321	1
119435	119323	1
119435	119326	1
119435	119327	1
119435	119328	2
119435	119329	1
119435	119331	1
119435	119332	1
119435	119333	1
119435	119334	1
119435	119335	1
119435	119336	2
119435	119337	1
119435	119338	1
119435	119339	2
119435	119340	1
119435	119341	1
119435	119342	1
119435	119343	1
119435	119345	1
119435	119346	2
119435	119347	3
119435	119350	3
119435	119351	1
119435	119353	2
119435	119354	1
119435	119355	4
119435	119356	2
119435	119357	2
119435	119358	2
119435	119359	1
119435	119360	1
119435	119362	4
119435	119363	1
119435	119364	1
119435	119365	2
119435	119366	3
119435	119367	3
119435	119368	4
119435	119369	2
119435	119370	3
119435	119371	2
119435	119372	3
119435	119373	2
119435	119374	3
119435	119376	6
119435	119377	2
119435	119378	2
119435	119379	6
119435	119380	1
119435	119381	3
119435	119382	4
119435	119383	5
119435	119384	5
119435	119385	6
119435	119386	6
119435	119387	2
119435	119388	5
119435	119389	4
119435	119390	9
119435	119391	3
119435	119392	5
119435	119393	6
119435	119395	8
119435	119396	7
119435	119397	3
119435	119398	3
119435	119399	4
119435	119400	6
119435	119401	11
119435	119402	10
119435	119403	11
119435	119404	12
119435	119405	9
119435	119406	19
119435	119407	18
119435	119408	15
119435	119409	24
119435	119410	23
119435	119411	26
119435	119412	44
119435	119413	54
119435	119414	14
119435	119415	64
119435	119416	64
119435	119417	167
119435	119418	68
119435	119419	268
119435	119420	79
119435	119421	72
119435	119422	94
119435	119423	91
119435	119424	84
119435	119425	124
119435	119426	101
119435	119427	123
119435	119428	160
119435	119429	219
119435	119430	219
119435	119431	254
119435	119432	284
119435	119433	459
119435	119437	791
119435	119438	716
119435	119440	452
119435	119441	274
119435	119442	185
119435	119443	78
119435	119444	151
119435	119445	187
119435	119446	81
119435	119447	59
119435	119448	27
119435	119449	182
119435	119450	46
119435	119451	52
119435	119452	45
119435	119453	30
119435	119454	54
119435	119455	32
119435	119456	49
119435	119457	53
119435	119458	49
119435	119459	29
119435	119460	48
119435	119461	34
119435	119463	42
119435	119464	30
119435	119465	31
119435	119466	8
119435	119467	97
119435	119468	24
119435	119469	21
119435	119470	26
119435	119471	19
119435	119472	18
119435	119473	24
119435	119475	20
119435	119476	15
119435	119477	27
119435	119478	15
119435	119479	21
119435	119480	23
119435	119481	23
119435	119482	23
119435	119483	25
119435	119484	17
119435	119485	25
119435	119486	30
119435	119487	28
119435	119488	33
119435	119489	21
119435	119490	15
119435	119492	24
119435	119493	19
119435	119494	15
119435	119495	24
119435	119496	24
119435	119497	22
119435	119498	25
119435	119499	22
119435	119500	12
119435	119501	14
119435	119502	13
119435	119503	14
119435	119504	23
119435	119505	10
119435	119506	8
119435	119507	21
119435	119509	9
119435	119510	17
119435	119511	10
119435	119512	4
119435	119513	13
119435	119514	8
119435	119515	17
119435	119516	7
119435	119517	8
119435	119518	15
119435	119519	14
119435	119520	18
119435	119521	15
119435	119522	40
119435	119523	19
119435	119524	13
119435	119525	20
119435	119526	16
119435	119527	19
119435	119528	15
119435	119529	11
119435	119530	10
119435	119531	14
119435	119532	11
119435	119533	7
119435	119534	9
119435	119535	20
119435	119536	6
119435	119537	18
119435	119538	16
119435	119539	17
119435	119540	9
119435	119541	5
119435	119542	3
119435	119543	4
119435	119544	2
119435	119547	7
119435	119548	5
119435	119549	11
119435	119550	5
119435	119551	7
119435	119552	7
119435	119553	6
119435	119554	6
119435	119555	5
119435	119556	5
119435	119557	10
119435	119558	5
119435	119559	2
119435	119560	2
119435	119561	5
119435	119562	5
119435	119563	3
119435	119564	4
119435	119565	3
119435	119566	6
119435	119567	3
119435	119568	4
119435	119569	2
119435	119572	2
119435	119573	1
119435	119574	2
119435	119575	2
119435	119576	3
119435	119577	4
119435	119578	3
119435	119579	3
119435	119580	4
119435	119582	1
119435	119583	3
119435	119584	4
119435	119585	5
119435	119586	2
119435	119587	2
119435	119588	2
119435	119589	1
119435	119591	2
119435	119593	3
119435	119594	2
119435	119595	2
119435	119596	1
119435	119597	1
119435	119598	4
119435	119599	4
119435	119600	1
119435	119601	3
119435	119602	3
119435	119603	6
119435	119604	2
119435	119605	2
119435	119606	1
119435	119607	5
119435	119608	2
119435	119609	3
119435	119610	4
119435	119612	3
119435	119613	5
119435	119614	3
119435	119615	1
119435	119616	2
119435	119617	5
119435	119618	1
119435	119619	1
119435	119620	3
119435	119621	2
119435	119622	3
119435	119624	1
119435	119625	4
119435	119626	2
119435	119627	2
119435	119628	3
119435	119629	1
119435	119630	1
119435	119631	1
119435	119632	2
119435	119633	4
119435	119634	1
119435	119636	2
119435	119637	4
119435	119638	2
119435	119639	2
119435	119640	2
119435	119641	3
119435	119642	2
119435	119643	4
119435	119644	2
119435	119645	2
119435	119646	1
119435	119647	4
119435	119648	2
119435	119649	2
119435	119650	1
119435	119651	3
119435	119652	3
119435	119653	3
119435	119654	3
119435	119655	3
119435	119656	2
119435	119657	1
119435	119658	2
119435	119659	3
119435	119660	2
119435	119661	4
119435	119662	3
119435	119663	2
119435	119664	2
119435	119667	2
119435	119670	2
119435	119671	3
119435	119672	3
119435	119673	3
119435	119674	3
119435	119675	2
119435	119677	3
119435	119678	1
119435	119679	3
119435	119680	4
119435	119681	4
119435	119682	5
119435	119683	3
119435	119684	4
119435	119686	2
119435	119687	4
119435	119688	3
119435	119689	8
119435	119690	1
119435	119691	2
119435	119692	5
119435	119693	2
119435	119694	4
119435	119695	4
119435	119696	1
119435	119697	2
119435	119698	5
119435	119699	2
119435	119700	3
119435	119701	4
119435	119703	6
119435	119704	4
119435	119705	2
119435	119706	1
119435	119707	3
119435	119708	3
119435	119709	7
119435	119710	4
119435	119711	2
119435	119712	3
119435	119713	3
119435	119715	5
119435	119716	7
119435	119717	8
119435	119718	4
119435	119719	9
119435	119720	12
119435	119721	11
119435	119722	9
119435	119723	11
119435	119724	13
119435	119725	7
119435	119727	8
119435	119728	8
119435	119729	2
119435	119730	2
119435	119731	1
119435	119732	8
119435	119733	9
119435	119734	4
119435	119735	6
119435	119736	9
119435	119737	4
119435	119738	7
119435	119739	9
119435	119740	3
119435	119741	10
119435	119742	4
119435	119743	12
119435	119744	16
119435	119745	7
119435	119746	11
119435	119747	7
119435	119748	7
119435	119749	6
119435	119750	3
119435	119751	9
119435	119752	11
119435	119753	3
119435	119754	11
119435	119755	8
119435	119756	7
119435	119757	6
119435	119758	10
119435	119759	7
119435	119760	2
119435	119761	3
119435	119762	5
119435	119763	4
119435	119764	10
119435	119765	5
119435	119766	2
119435	119767	4
119435	119768	5
119435	119769	6
119435	119770	6
119435	119771	3
119435	119773	8
119435	119774	4
119435	119775	8
119435	119776	4
119435	119777	1
119435	119779	5
119435	119780	5
119435	119781	8
119435	119782	3
119435	119783	1
119435	119784	4
119435	119785	5
119435	119786	4
119435	119787	5
119435	119792	1
119435	119793	5
119435	119794	3
119435	119795	2
119435	119796	5
119435	119797	1
119435	119798	3
119435	119799	4
119435	119801	7
119435	119802	3
119435	119803	6
119435	119804	6
119435	119805	2
119435	119806	1
119435	119807	4
119435	119808	5
119435	119809	4
119435	119811	2
119435	119812	1
119435	119813	1
119435	119814	1
119435	119815	1
119435	119816	2
119435	119817	3
119435	119818	2
119435	119819	4
119435	119820	2
119435	119822	3
119435	119823	5
119435	119824	3
119435	119825	4
119435	119828	2
119435	119830	2
119435	119831	2
119435	119832	1
119435	119833	1
119435	119834	2
119435	119835	2
119435	119836	1
119435	119837	3
119435	119838	3
119435	119839	1
119435	119840	3
119435	119842	4
119435	119843	3
119435	119844	2
119435	119845	2
119435	119846	4
119435	119847	3
119435	119849	2
119435	119850	4
119435	119851	2
119435	119852	4
119435	119853	3
119435	119854	4
119435	119855	1
119435	119856	1
119435	119857	1
119435	119858	1
119435	119859	3
119435	119860	4
119435	119862	2
119435	119863	2
119435	119864	2
119435	119865	2
119435	119866	1
119435	119867	4
119435	119868	5
119435	119869	2
119435	119870	2
119435	119871	2
119435	119872	3
119435	119874	2
119435	119877	1
119435	119878	3
119435	119879	3
119435	119880	1
119435	119881	3
119435	119882	2
119435	119883	1
119435	119884	1
119435	119885	2
119435	119887	1
119435	119888	3
119435	119889	2
119435	119890	2
119435	119891	2
119435	119892	3
119435	119893	4
119435	119894	3
119435	119895	2
119435	119896	7
119435	119897	1
119435	119899	2
119435	119900	1
119435	119901	1
119435	119902	2
119435	119903	1
119435	119904	2
119435	119905	5
119435	119906	2
119435	119907	3
119435	119909	4
119435	119910	2
119435	119911	1
119435	119912	4
119435	119913	3
119435	119914	3
119435	119915	5
119435	119916	4
119435	119917	5
119435	119918	4
119435	119919	8
119435	119920	4
119435	119921	5
119435	119922	6
119435	119923	5
119435	119924	7
119435	119925	3
119435	119926	4
119435	119927	3
119435	119928	4
119435	119929	5
119435	119930	3
119435	119931	3
119435	119932	5
119435	119933	3
119435	119934	4
119435	119935	2
119435	119936	4
119435	119937	5
119435	119938	3
119435	119939	2
119435	119940	2
119435	119941	3
119435	119942	4
119435	119943	3
119435	119944	2
119435	119945	3
119435	119946	1
119435	119947	1
119435	119948	1
119435	119949	3
119435	119950	5
119435	119951	2
119435	119952	2
119435	119953	1
119435	119954	3
119435	119955	2
119435	119956	3
119435	119957	1
119435	119958	2
119435	119959	5
119435	119960	1
119435	119961	1
119435	119962	2
119435	119963	2
119435	119964	4
119435	119966	1
119435	119967	1
119435	119968	2
119435	119969	1
119435	119971	1
119435	119972	2
119435	119974	2
119435	119976	2
119435	119977	2
119435	119978	1
119435	119979	1
119435	119980	1
119435	119981	3
119435	119984	1
119435	119986	1
119435	119988	1
119435	119989	1
119435	119990	2
119435	119992	1
119435	119993	1
119435	119994	1
119435	119995	2
119435	119997	1
119435	119998	1
119435	120000	3
119435	120001	3
119435	120006	2
119435	120007	3
119435	120008	1
119435	120009	3
119435	120010	1
119435	120011	2
119435	120012	1
119435	120013	1
119435	120014	1
119435	120015	3
119435	120016	3
119435	120017	1
119435	120018	2
119435	120019	1
119435	120020	2
119435	120021	2
119435	120022	2
119435	120023	5
119435	120024	2
119435	120025	1
119435	120026	2
119435	120027	3
119435	120028	4
119435	120029	2
119435	120030	1
119435	120031	3
119435	120032	1
119435	120033	1
119435	120034	7
119435	120035	3
119435	120036	3
119435	120037	2
119435	120039	3
119435	120040	2
119435	120041	1
119435	120042	2
119435	120043	3
119435	120044	2
119435	120045	5
119435	120046	1
119435	120047	5
119435	120048	2
119435	120049	4
119435	120051	4
119435	120052	2
119435	120053	2
119435	120054	2
119435	120055	1
119435	120056	2
119435	120057	2
119435	120058	2
119435	120059	2
119435	120060	3
119435	120061	5
119435	120062	5
119435	120063	1
119435	120064	4
119435	120065	6
119435	120067	1
119435	120068	3
119435	120069	1
119435	120070	1
119435	120071	3
119435	120073	3
119435	120074	2
119435	120075	1
119435	120076	2
119435	120077	3
119435	120078	2
119435	120080	1
119435	120081	3
119435	120082	1
119435	120083	1
119435	120084	2
119435	120086	2
119435	120087	2
119435	120088	2
119435	120089	1
119435	120090	4
119435	120091	3
119435	120092	3
119435	120093	1
119435	120094	3
119435	120095	1
119435	120096	3
119435	120097	3
119435	120098	1
119435	120099	3
119435	120100	3
119435	120101	4
119435	120102	4
119435	120103	1
119435	120104	1
119435	120105	3
119435	120106	3
119435	120107	3
119435	120108	2
119435	120109	1
119435	120110	1
119435	120111	2
119435	120112	1
119435	120113	3
119435	120115	1
119435	120116	1
119435	120117	1
119435	120118	1
119435	120119	2
119435	120120	1
119435	120121	2
119435	120122	2
119435	120123	2
119435	120124	2
119435	120125	2
119435	120126	1
119435	120127	2
119435	120128	3
119435	120129	1
119435	120131	1
119435	120132	1
119435	120133	2
119435	120135	1
119435	120136	1
119435	120137	1
119435	120139	1
119435	120140	1
119435	120141	1
119435	120142	2
119435	120143	1
119435	120145	1
119435	120146	1
119435	120151	1
119435	120153	1
119435	120154	1
119435	120155	1
119435	120157	1
119435	120158	1
119435	120159	1
119435	120161	1
119435	120162	1
119435	120163	1
119435	120164	1
119435	120165	1
119435	120166	1
119435	120167	1
119435	120168	1
119435	120174	1
119435	120175	1
119435	120176	2
119435	120177	1
119435	120179	1
119435	120180	1
119435	120182	1
119435	120183	1
119435	120184	1
119435	120187	1
119435	120190	2
119435	120191	2
119435	120192	1
119435	120194	1
119435	120195	1
119435	120197	1
119435	120200	1
119435	120201	1
119435	120202	1
119435	120203	1
119435	120204	1
119435	120205	1
119435	120206	1
119435	120207	1
119435	120209	1
119435	120210	1
119435	120213	1
119435	120214	1
119435	120215	1
119435	120216	1
119435	120218	1
119435	120219	1
119435	120220	2
119435	120221	1
119435	120223	1
119435	120224	1
119435	120225	1
119435	120227	1
119435	120228	1
119435	120229	1
119435	120234	1
119435	120235	1
119435	120237	1
119435	120238	1
119435	120241	1
119435	120243	1
119435	120244	1
119435	120247	1
119435	120248	5
119435	120251	1
119435	120252	1
119435	120253	1
119435	120254	1
119435	120255	1
119435	120256	1
119435	120257	1
119435	120258	1
119435	120260	1
119435	120264	1
119435	120265	1
119435	120266	1
119435	120267	1
119435	120270	1
119435	120272	1
119435	120274	1
119435	120276	2
119435	120279	1
119435	120280	1
119435	120281	1
119435	120283	1
119435	120288	1
119435	120289	1
119435	120291	1
119435	120293	1
119435	120294	1
119435	120296	1
119435	120300	1
119435	120301	1
119435	120303	1
119435	120306	1
119435	120308	1
119435	120309	1
119435	120310	1
119435	120311	1
119435	120312	1
119435	120314	1
119435	120316	1
119435	120317	1
119435	120318	1
119435	120319	1
119435	120323	1
119435	120324	1
119435	120326	1
119435	120327	1
119435	120328	2
119435	120329	1
119435	120330	1
119435	120331	1
119435	120333	1
119435	120335	1
119435	120337	1
119435	120338	1
119435	120339	1
119435	120341	1
119435	120344	1
119435	120346	2
119435	120351	2
119435	120352	2
119435	120353	1
119435	120354	1
119435	120356	1
119435	120357	1
119435	120365	1
119435	120367	1
119435	120369	1
119435	120371	1
119435	120372	1
119435	120376	1
119435	120377	1
119435	120378	1
119435	120379	1
119435	120380	1
119435	120381	1
119435	120386	1
119435	120389	1
119435	120391	2
119435	120393	1
119435	120394	1
119435	120395	1
119435	120396	1
119435	120398	1
119435	120399	1
119435	120400	1
119435	120401	1
119435	120402	3
119435	120403	1
119435	120404	1
119435	120405	2
119435	120406	1
119435	120410	2
119435	120411	1
119435	120412	1
119435	120413	1
119435	120414	1
119435	120416	2
119435	120417	1
119435	120419	4
119435	120420	2
119435	120422	1
119435	120423	2
119435	120425	1
119435	120426	2
119435	120427	1
119435	120428	1
119435	120429	1
119435	120431	1
119435	120432	1
119435	120433	3
119435	120434	1
119435	120435	1
119435	120444	1
119435	120445	2
119435	120446	1
119435	120450	1
119435	120452	1
119435	120454	1
119435	120455	1
119435	120457	1
119435	120458	1
119435	120459	1
119435	120479	1
119435	120480	1
119435	120482	1
119435	120484	1
119435	120488	1
119435	120491	1
119435	120493	1
119435	120494	1
119435	120495	1
119435	120496	1
119435	120497	1
119435	120501	1
119435	120503	1
119435	120505	2
119435	120506	1
119435	120508	2
119435	120511	1
119435	120512	1
119435	120513	1
119435	120520	1
119435	120522	1
119435	120524	2
119435	120525	1
119435	120526	1
119435	120528	1
119435	120529	1
119435	120530	1
119435	120532	2
119435	120533	1
119435	120535	1
119435	120536	1
119435	120537	1
119435	120539	2
119435	120545	1
119435	120549	2
119435	120550	1
119435	120551	1
119435	120553	1
119435	120554	2
119435	120558	1
119435	120562	1
119435	120563	1
119435	120564	1
119435	120566	1
119435	120567	2
119435	120568	1
119435	120569	1
119435	120571	1
119435	120575	1
119435	120576	1
119435	120577	1
119435	120578	1
119435	120581	1
119435	120583	1
119435	120585	1
119435	120588	1
119435	120589	1
119435	120590	1
119435	120591	1
119435	120593	1
119435	120595	1
119435	120596	1
119435	120597	1
119435	120598	1
119435	120599	1
119435	120601	1
119435	120602	1
119435	120607	1
119435	120609	1
119435	120610	1
119435	120612	1
119435	120619	1
119435	120620	1
119435	120624	2
119435	120628	1
119435	120629	1
119435	120632	1
119435	120633	1
119435	120634	1
119435	120635	1
119435	120637	1
119435	120639	1
119435	120640	1
119435	120642	1
119435	120643	1
119435	120646	1
119435	120648	1
119435	120653	1
119435	120654	1
119435	120659	1
119435	120661	1
119435	120664	1
119435	120667	1
119435	120668	1
119435	120670	1
119435	120675	1
119435	120680	1
119435	120681	1
119435	120685	1
119435	120690	1
119435	120691	1
119435	120693	1
119435	120700	1
119435	120704	1
119435	120705	1
119435	120707	1
119435	120708	1
119435	120712	1
119435	120714	1
119435	120716	1
119435	120717	1
119435	120718	1
119435	120719	1
119435	120720	1
119435	120723	1
119435	120730	1
119435	120734	1
119435	120736	1
119435	120741	1
119435	120749	1
119435	120750	1
119435	120751	1
119435	120754	1
119435	120758	1
119435	120759	1
119435	120761	1
119435	120763	1
119435	120766	1
119435	120770	1
119435	143226	1
119435	143365	1
119435	143842	1
119435	144154	1
119435	144172	1
119435	145059	1
119435	145781	1
119435	145961	1
119435	147382	1
119435	149732	1
119435	150153	1
119435	153307	1
119435	155079	1
119435	155502	1
119435	155722	1
119435	156424	1
119435	156525	1
119435	156528	1
119435	157477	1
119435	157631	1
119435	157996	1
119435	158534	1
119435	162135	1
119435	162486	1
119435	166570	1
119435	166585	1
119435	168982	1
119435	170860	1
119435	172384	1
119435	173870	1
119435	174257	1
119435	174359	1
119435	174529	1
119435	174538	1
119435	174708	1
119435	175120	1
119435	175688	1
119435	175848	1
119435	176172	1
119435	176219	1
119435	176507	1
119435	176921	1
119435	177236	1
119435	177631	1
119435	177837	1
119435	179233	1
119435	179643	1
119435	180602	1
119435	181330	1
119435	181476	1
119435	181559	1
119435	182423	1
119435	182886	1
119435	183494	1
119435	183732	1
119435	183894	1
119435	184052	1
119435	184416	1
119435	184688	1
119435	185015	1
119435	186920	1
119435	190250	1
119435	190282	1
119435	193364	1
119435	196943	1
119435	197454	1
119435	198049	1
119435	199478	1
119435	199878	1
119435	199904	1
119435	204823	1
119435	208177	1
119435	208887	1
119435	210008	1
119435	210121	1
119435	210720	1
119435	214166	1
119435	214812	1
119435	215530	1
119435	216716	1
119435	221202	1
119435	221639	1
119435	223441	1
119435	224100	1
119435	225085	1
119435	225279	1
119435	225638	1
119435	226756	1
119435	227423	1
119435	227786	1
119435	231239	1
119435	231300	1
119435	231754	1
119435	231979	1
119435	232983	1
119435	233080	1
119435	233133	1
119435	233736	1
119435	234981	1
119435	235322	1
119435	235325	1
119435	235424	1
119435	235579	1
119435	235599	1
119435	235843	1
119435	236409	1
119435	237068	1
119435	239144	1
119435	239149	1
119435	239767	1
119435	240155	1
119435	240302	1
119435	240338	1
119435	240358	1
119435	242199	1
119435	242419	1
119435	244071	1
119435	244858	1
119435	246051	1
119435	247058	1
119435	247872	1
119435	248152	1
119435	248662	1
119435	249487	1
119435	250212	1
119435	250469	1
119435	251450	1
119435	252251	1
119435	252541	1
119435	252643	1
119435	253461	1
119435	253765	1
119435	253809	1
119435	255027	1
119435	255513	1
119435	255976	1
119435	256269	1
119435	257403	1
119435	258069	1
119435	258180	1
119435	258183	1
119435	258833	1
119435	258895	1
119435	260523	1
119435	260670	1
119435	261014	1
119435	261033	1
119435	261039	1
119435	261481	1
119435	261552	1
119435	261865	1
119435	262005	1
119435	262017	1
119435	262075	1
119435	262775	1
119435	262881	1
119435	263254	1
119435	263284	1
119435	263320	1
119435	263793	1
119435	263927	1
119435	264457	1
119435	264583	1
119435	264606	1
119435	264702	1
119435	264712	1
119435	264736	1
119435	264762	1
119435	265164	1
119435	265380	1
119435	266090	1
119435	266980	1
119435	267219	1
119435	267423	1
119435	267430	1
119435	267696	1
119435	267790	1
119435	268196	1
119435	268237	1
119435	268301	1
119435	268921	1
119435	268982	1
119435	269036	1
119435	269074	1
119435	269167	1
119435	269222	1
119435	269798	1
119435	269933	1
119435	269943	1
119435	270026	1
119435	270409	1
119435	270423	1
119435	270488	1
119435	271493	1
119435	271716	1
119435	272880	1
119435	272949	1
119435	273825	1
119435	273900	1
119435	274138	1
119435	274368	1
119435	274551	1
119435	275160	1
119435	275865	1
119435	276086	1
119435	276279	1
119435	276542	1
119435	276584	1
119435	276706	1
119435	276821	1
119435	276912	1
119435	277126	1
119435	277290	1
119435	277724	1
119435	277855	1
119435	278275	1
119435	278387	1
119435	279174	1
119435	279327	1
119435	279328	1
119435	279769	1
119435	280121	1
119435	280190	1
119435	280892	1
119435	281028	1
119435	281547	1
119435	281593	1
119435	281782	1
119435	281852	1
119435	282053	1
119435	282371	1
119435	282555	1
119435	283551	1
119435	283577	1
119435	284097	1
119435	284150	1
119435	284160	1
119435	284293	1
119435	285307	1
119435	285442	1
119435	285444	1
119435	285608	1
119435	286068	1
119435	286464	1
119435	287494	1
119435	287506	1
119435	287968	1
119435	289418	1
119435	290749	1
119435	290802	1
119435	291212	1
119435	291292	1
119435	291364	1
119435	291373	1
119435	291381	1
119435	291817	1
119435	291964	1
119435	292437	1
119435	292500	1
119435	293119	1
119435	293183	1
119435	293252	1
119435	293471	1
119435	293988	1
119435	294309	1
119435	294938	1
119435	295570	1
119435	295656	1
119435	295703	1
119435	295767	1
119435	295792	1
119435	297825	1
119435	297832	1
119435	298496	1
119435	299250	1
119435	299284	1
119435	299309	1
119435	299480	1
119435	299600	1
119435	300687	1
119435	301065	1
119435	301390	1
119435	302345	1
119435	302372	1
119435	302425	1
119435	302544	1
119435	303096	1
119435	303775	1
119435	307144	1
119435	310546	1
119435	310652	1
119435	310807	1
119435	310921	1
119435	310990	1
119435	310997	1
119435	311181	1
119435	311333	1
119435	311350	1
119435	312780	1
119435	313903	1
119435	314989	1
119435	315125	1
119435	315199	1
119435	318886	1
119435	319064	1
119435	320231	1
119435	320277	1
119435	320342	1
119435	321466	1
119435	322629	1
119435	323249	1
119435	323515	1
119435	323985	1
119435	324775	1
119435	326128	1
119435	326138	1
119435	326333	1
119435	326343	1
119435	326639	1
119435	326687	1
119435	326948	1
119435	326951	1
119435	327105	1
119435	327355	1
119435	330469	1
119435	332097	1
119435	332861	1
119435	334571	1
119435	334853	1
119435	335574	1
119435	336443	1
119435	337650	1
119435	337756	1
119435	338028	1
119435	339531	1
119435	339690	1
119435	339998	1
119435	341113	1
119435	341135	1
119435	341311	1
119435	342744	1
119435	344394	1
119435	344417	1
119435	345276	1
119435	347231	1
119435	347859	1
119435	348167	1
119435	348307	1
119435	349933	1
119435	350569	1
119435	350929	1
119435	351362	1
119435	353526	1
119435	353909	1
119435	358163	1
119435	358796	1
119435	358982	1
119435	359642	1
119435	359668	1
119435	359676	1
119435	360132	1
119435	361596	1
119435	361676	1
119435	361798	1
119435	363271	1
119435	363819	1
119435	364460	1
119435	366046	1
119435	366226	1
119435	368057	1
119435	368199	1
119435	368357	1
119435	368729	1
119435	369560	1
119435	370399	1
119435	372953	1
119435	374478	1
119435	375789	1
119435	376275	1
119435	377547	1
119435	379204	1
119435	381148	1
119435	381706	1
119435	383927	1
119435	384193	1
119435	385165	1
119435	388023	1
119435	388697	1
119435	391748	1
119435	393832	1
119435	396161	1
119435	396680	1
119435	398853	1
119435	399191	1
119435	399542	1
119435	400525	1
119435	400958	1
119435	401026	1
119435	401242	1
119435	402521	1
119435	402765	1
119435	402949	1
119435	403536	1
119435	403539	1
119435	403938	1
119435	403940	1
119435	404065	1
119435	404093	1
119435	404270	1
119435	404317	1
119435	404427	1
119435	404597	1
119435	404619	1
119435	404784	1
119435	404803	1
119435	405412	1
119435	405482	1
119435	406162	1
119435	406205	1
119435	406480	1
119435	407387	1
119435	408593	1
119435	408788	1
119435	409371	1
119435	409506	1
119435	409648	1
119435	409673	1
119435	410019	1
119435	410120	1
119435	410212	1
119435	410382	1
119435	410408	1
119435	410440	1
119435	410703	1
119435	410817	1
119435	410832	1
119435	411172	1
119435	411246	1
119435	412212	1
119435	412587	1
119435	412603	1
119435	412631	1
119435	412758	1
119435	412828	1
119435	413025	1
119435	413393	1
119435	413402	1
119435	413474	1
119435	413610	1
119435	413804	1
119435	414047	1
119435	414082	1
119435	414494	1
119435	414526	1
119435	414549	1
119435	414604	1
119435	414743	1
119435	415427	1
119435	415432	1
119435	415600	1
119435	415694	1
119435	416005	1
119435	416475	1
119435	416728	1
119435	416754	1
119435	417423	1
119435	417437	1
119435	417438	1
119435	417590	1
119435	417709	1
119435	417879	1
119435	418262	1
119435	418441	1
119435	418955	1
119435	421437	1
119435	423635	1
119435	424615	1
119435	424986	1
119435	427621	1
119435	427685	1
119435	428209	1
119435	428528	1
119435	428592	1
119435	428741	1
119435	429595	1
