baitID	preyID	N
53559	53788	1
53559	53790	1
53559	53795	1
53559	53796	2
53559	53797	1
53559	53799	1
53559	53800	1
53559	53801	2
53559	53804	1
53559	53805	2
53559	53806	1
53559	53808	1
53559	53809	1
53559	53810	1
53559	53811	1
53559	53812	1
53559	53813	1
53559	53814	1
53559	53816	1
53559	53821	1
53559	53823	1
53559	53824	1
53559	53827	1
53559	53836	1
53559	53838	2
53559	53839	1
53559	53841	1
53559	53843	1
53559	53844	1
53559	53845	1
53559	53846	1
53559	53848	1
53559	53849	1
53559	53853	1
53559	53854	1
53559	53857	1
53559	53861	1
53559	53863	1
53559	53870	1
53559	53871	1
53559	53874	1
53559	53876	1
53559	53878	1
53559	53879	1
53559	53880	1
53559	53884	1
53559	53885	1
53559	53891	1
53559	53895	1
53559	53903	1
53559	53912	1
53559	53913	1
53559	53915	1
53559	53916	1
53559	53917	1
53559	53918	1
53559	53921	1
53559	53924	1
53559	53927	1
53559	53930	1
53559	53934	1
53559	53936	1
53559	53938	1
53559	53950	1
53559	53963	1
53559	53966	1
53559	53972	1
53559	53975	1
53559	53979	1
53559	53987	1
53559	53988	1
53559	53989	1
53559	53992	1
53559	53993	1
53559	53995	1
53559	54004	1
53559	54008	1
53559	54010	1
53559	54013	1
53559	54015	1
53559	54026	1
53559	54030	1
53559	54038	1
53559	54044	1
53559	54057	1
53559	54067	1
53559	54069	1
53559	54075	1
53559	54076	1
53559	54080	1
53559	54081	1
53559	54082	1
53559	54084	1
53559	54089	1
53559	54095	1
53559	54109	1
53559	54111	1
53559	54114	1
53559	54123	1
53559	54136	1
53559	54143	1
53559	54144	1
53559	54145	1
53559	54153	1
53559	54157	1
53559	54158	1
53559	54163	1
53559	54169	1
53559	54170	1
53559	54171	1
53559	54178	1
53559	54181	1
53559	54183	1
53559	54189	1
53559	54201	1
53559	54204	1
53559	54214	1
53559	54218	1
53559	54220	1
53559	54222	1
53559	54223	1
53559	54224	1
53559	54226	1
53559	54229	1
53559	54231	1
53559	54235	1
53559	54240	1
53559	54242	1
53559	54251	1
53559	54260	1
53559	54263	1
53559	54276	1
53559	54287	1
53559	54288	1
53559	54289	1
53559	54294	1
53559	54298	1
53559	54308	1
53559	54314	1
53559	54315	1
53559	54316	1
53559	54318	1
53559	54327	1
53559	54331	1
53559	54335	1
53559	54345	1
53559	54355	1
53559	54360	1
53559	54364	1
53559	54370	1
53559	54374	1
53559	54380	1
53559	54396	1
53559	54406	1
53559	54409	1
53559	54421	1
53559	54430	1
53559	54437	1
53559	54442	1
53559	54465	1
53559	54473	1
53559	54477	1
53559	54478	1
53559	54482	1
53559	54498	1
53559	54499	1
53559	54506	1
53559	54521	1
53559	54537	1
53559	54545	1
53559	54551	1
53559	54561	1
53559	54574	1
53559	54608	1
53559	54614	1
53559	54615	1
53559	54626	1
53559	54630	1
53559	54634	1
53559	54639	1
53559	54645	1
53559	54659	1
53559	54665	1
53559	54667	1
53559	54670	1
53559	54679	1
53559	54680	1
53559	54683	1
53559	54687	1
53559	54688	1
53559	54690	1
53559	54692	1
53559	54705	1
53559	54728	1
53559	54769	1
53559	54798	1
53559	54801	1
53559	54803	1
53559	54807	1
53559	54821	1
53559	54850	1
53559	54943	1
53559	54953	1
53559	54959	1
53559	54991	1
53559	55009	1
53559	55038	1
53559	55058	1
53559	55093	1
53559	55146	1
53559	55157	1
53559	55184	1
53559	55185	1
53559	55193	1
53559	55197	1
53559	69251	1
53559	70023	1
53559	72654	1
53559	73175	1
53559	80887	1
53559	84607	1
53559	87668	1
53559	96298	1
53559	118136	1
53559	121108	1
53559	126714	1
53559	127002	1
53559	135052	1
53559	139425	1
53559	149451	1
53559	154843	1
53559	160587	1
53559	169105	1
53559	187224	1
53559	187671	1
53559	205159	1
53559	206242	1
53559	210888	1
53559	211312	1
53559	215928	1
53559	227462	1
53559	238690	1
53559	246115	1
53559	251218	1
53559	251836	1
53559	255608	1
53559	258847	1
53559	263564	1
53559	264438	1
53559	267393	1
53559	267442	1
53559	272450	1
53559	274410	1
53559	275982	1
53559	276310	1
53559	282790	1
53559	288302	1
53559	288380	1
53559	289724	1
53559	292282	1
53559	293535	1
53559	307056	1
53559	307190	1
53559	313166	1
53559	335244	1
53559	336459	1
53559	341501	1
53559	351417	1
53559	363777	1
53559	368913	1
53559	388660	1
53559	391564	1
53559	392107	1
53559	393692	1
53559	395400	1
53559	401028	1
53559	402271	1
53559	408613	1
53559	409810	1
53559	411007	1
53559	414493	1
53559	416418	1
53559	424336	1
53559	425341	1
53559	425426	1
53559	426364	1
53559	432404	1
53559	432950	1
53559	433673	1
53559	435916	1
53559	444479	1
53559	466226	1
53559	475530	1
53559	479170	1
53559	481246	1
53559	488795	1
53559	488901	1
53559	490278	1
53559	503391	1
53559	510982	1
53559	512437	1
53559	526958	1
53559	538945	1
53559	539426	1
53559	539510	1
53559	543895	1
53559	548563	1
53559	551127	1
53559	558489	1
53559	559499	1
53559	561127	1
53559	575938	1
53559	579656	1
53559	580335	1
53559	587038	1
53559	588730	1
53559	590208	1
53559	593254	1
53559	598086	1
53559	603895	1
53559	614546	1
53559	619425	1
53559	622881	1
53559	626860	1
53559	629940	1
53559	631438	1
53559	634393	1
53559	636815	1
53559	646016	1
53559	648150	1
53559	653383	1
53559	657458	1
53559	661190	1
53559	664539	1
53559	667712	1
53559	668804	1
53559	673041	1
53559	673656	1
53559	689124	1
53559	694893	1
53559	696383	1
53559	703499	1
53559	706931	1
53559	714669	1
53559	729654	1
53559	734904	1
53559	737018	1
53559	749774	1
53559	752092	1
53559	752176	1
53559	757222	1
53559	760783	1
53559	762140	1
53559	767234	1
53559	773926	1
53559	774136	1
53559	775673	1
53559	776797	1
53559	777648	1
53559	778143	1
53559	781455	1
53559	782113	1
53559	782217	1
53559	782393	1
53559	784028	1
53559	835178	1
71638	142	1
71638	3143	1
71638	7222	1
71638	8275	1
71638	8542	1
71638	8656	1
71638	11305	1
71638	14997	1
71638	15727	1
71638	15926	1
71638	16684	1
71638	16927	1
71638	17273	1
71638	19662	1
71638	21172	1
71638	22431	1
71638	23115	1
71638	24661	1
71638	25447	1
71638	26133	1
71638	26489	1
71638	26751	1
71638	27592	1
71638	31215	1
71638	32323	1
71638	37944	1
71638	39828	1
71638	40349	1
71638	40855	1
71638	41135	1
71638	42381	1
71638	47740	1
71638	48699	1
71638	49780	1
71638	49995	1
71638	50042	1
71638	50327	1
71638	50664	1
71638	50780	1
71638	53674	1
71638	54306	1
71638	54929	1
71638	57837	1
71638	59969	1
71638	61264	1
71638	61327	1
71638	62023	1
71638	62135	1
71638	63833	1
71638	70149	1
71638	70150	1
71638	70151	1
71638	70152	1
71638	70153	1
71638	70154	1
71638	70156	1
71638	70161	1
71638	70162	2
71638	70168	1
71638	70169	1
71638	70171	1
71638	70172	1
71638	70176	2
71638	70178	1
71638	70180	1
71638	70183	2
71638	70187	1
71638	70192	1
71638	70194	1
71638	70197	1
71638	70198	2
71638	70200	1
71638	70201	1
71638	70202	1
71638	70205	1
71638	70206	1
71638	70208	1
71638	70213	1
71638	70214	1
71638	70215	1
71638	70225	1
71638	70226	1
71638	70229	1
71638	70231	2
71638	70234	1
71638	70238	1
71638	70239	1
71638	70240	1
71638	70242	1
71638	70249	1
71638	70250	1
71638	70251	1
71638	70252	1
71638	70256	1
71638	70258	1
71638	70259	1
71638	70261	1
71638	70262	1
71638	70263	1
71638	70264	1
71638	70265	1
71638	70266	1
71638	70267	1
71638	70268	1
71638	70269	1
71638	70271	1
71638	70273	1
71638	70277	1
71638	70283	1
71638	70284	1
71638	70287	1
71638	70288	1
71638	70290	1
71638	70291	1
71638	70292	1
71638	70294	1
71638	70299	1
71638	70300	1
71638	70309	1
71638	70312	1
71638	70317	1
71638	70321	1
71638	70323	1
71638	70324	1
71638	70326	1
71638	70327	1
71638	70328	1
71638	70330	1
71638	70331	1
71638	70332	1
71638	70333	1
71638	70334	1
71638	70336	1
71638	70338	1
71638	70339	2
71638	70342	2
71638	70345	1
71638	70347	1
71638	70348	1
71638	70349	1
71638	70351	1
71638	70353	1
71638	70354	1
71638	70355	1
71638	70356	1
71638	70358	1
71638	70359	1
71638	70363	1
71638	70365	1
71638	70367	1
71638	70368	1
71638	70369	1
71638	70370	1
71638	70372	1
71638	70373	2
71638	70375	2
71638	70376	1
71638	70379	1
71638	70380	1
71638	70382	1
71638	70384	1
71638	70385	1
71638	70386	1
71638	70387	2
71638	70388	1
71638	70391	2
71638	70392	1
71638	70395	1
71638	70396	1
71638	70397	1
71638	70399	1
71638	70400	1
71638	70401	1
71638	70402	1
71638	70404	1
71638	70407	1
71638	70411	1
71638	70412	2
71638	70413	1
71638	70415	2
71638	70416	1
71638	70418	2
71638	70419	1
71638	70420	1
71638	70422	1
71638	70423	1
71638	70424	1
71638	70425	1
71638	70426	1
71638	70428	1
71638	70429	1
71638	70430	1
71638	70434	1
71638	70435	1
71638	70436	1
71638	70438	1
71638	70439	1
71638	70441	1
71638	70442	1
71638	70443	1
71638	70444	2
71638	70445	3
71638	70446	1
71638	70447	1
71638	70449	1
71638	70451	1
71638	70452	1
71638	70454	1
71638	70455	2
71638	70457	1
71638	70459	1
71638	70460	1
71638	70461	1
71638	70463	1
71638	70465	1
71638	70466	1
71638	70467	1
71638	70468	2
71638	70469	1
71638	70470	2
71638	70472	1
71638	70474	1
71638	70475	1
71638	70478	1
71638	70479	2
71638	70480	1
71638	70481	1
71638	70485	1
71638	70487	1
71638	70488	1
71638	70489	1
71638	70490	1
71638	70491	1
71638	70492	1
71638	70493	1
71638	70495	1
71638	70497	1
71638	70498	1
71638	70500	1
71638	70501	1
71638	70502	1
71638	70503	1
71638	70504	1
71638	70506	2
71638	70508	1
71638	70510	2
71638	70511	1
71638	70513	2
71638	70514	1
71638	70515	3
71638	70516	1
71638	70517	1
71638	70519	1
71638	70521	2
71638	70522	2
71638	70523	1
71638	70525	1
71638	70526	1
71638	70527	1
71638	70528	1
71638	70529	3
71638	70530	1
71638	70531	3
71638	70532	1
71638	70533	1
71638	70534	1
71638	70535	2
71638	70536	1
71638	70537	1
71638	70538	2
71638	70540	1
71638	70541	1
71638	70542	1
71638	70543	2
71638	70545	1
71638	70546	2
71638	70547	1
71638	70548	1
71638	70549	1
71638	70550	2
71638	70551	2
71638	70553	1
71638	70554	1
71638	70555	1
71638	70556	1
71638	70557	1
71638	70558	1
71638	70559	1
71638	70560	1
71638	70561	1
71638	70562	1
71638	70563	3
71638	70565	1
71638	70566	2
71638	70567	1
71638	70568	1
71638	70569	1
71638	70570	1
71638	70573	2
71638	70574	1
71638	70576	1
71638	70577	1
71638	70579	2
71638	70580	1
71638	70581	1
71638	70582	1
71638	70583	2
71638	70584	1
71638	70587	1
71638	70588	1
71638	70589	1
71638	70590	1
71638	70591	1
71638	70592	1
71638	70593	1
71638	70594	1
71638	70595	1
71638	70598	2
71638	70600	1
71638	70601	1
71638	70603	1
71638	70605	1
71638	70607	1
71638	70609	1
71638	70610	1
71638	70611	1
71638	70612	1
71638	70613	2
71638	70614	1
71638	70615	3
71638	70616	1
71638	70617	1
71638	70621	1
71638	70622	2
71638	70623	2
71638	70624	2
71638	70625	1
71638	70627	1
71638	70631	1
71638	70632	2
71638	70633	1
71638	70635	1
71638	70636	1
71638	70638	1
71638	70639	1
71638	70640	1
71638	70642	1
71638	70645	1
71638	70646	1
71638	70647	2
71638	70649	1
71638	70652	1
71638	70653	1
71638	70654	1
71638	70655	2
71638	70658	1
71638	70661	2
71638	70663	1
71638	70666	1
71638	70667	1
71638	70671	1
71638	70672	1
71638	70673	1
71638	70674	1
71638	70676	1
71638	70677	1
71638	70678	1
71638	70679	1
71638	70680	1
71638	70681	2
71638	70683	1
71638	70687	1
71638	70688	1
71638	70689	1
71638	70691	1
71638	70692	1
71638	70693	1
71638	70695	1
71638	70696	1
71638	70697	2
71638	70698	1
71638	70699	1
71638	70700	2
71638	70701	2
71638	70703	2
71638	70705	1
71638	70706	1
71638	70707	2
71638	70708	1
71638	70709	1
71638	70710	1
71638	70713	1
71638	70715	1
71638	70716	1
71638	70719	3
71638	70720	2
71638	70721	2
71638	70722	1
71638	70726	1
71638	70727	1
71638	70728	1
71638	70731	1
71638	70732	1
71638	70734	1
71638	70735	3
71638	70736	2
71638	70737	1
71638	70738	2
71638	70740	4
71638	70741	1
71638	70742	2
71638	70745	1
71638	70747	1
71638	70751	1
71638	70752	1
71638	70753	1
71638	70755	1
71638	70757	1
71638	70758	1
71638	70759	3
71638	70760	1
71638	70762	1
71638	70763	1
71638	70764	2
71638	70765	1
71638	70766	1
71638	70768	1
71638	70771	1
71638	70772	1
71638	70773	1
71638	70774	2
71638	70777	1
71638	70784	2
71638	70786	1
71638	70793	1
71638	70797	1
71638	70798	1
71638	70799	1
71638	70801	1
71638	70802	1
71638	70803	1
71638	70804	1
71638	70805	1
71638	70806	1
71638	70808	1
71638	70813	2
71638	70814	1
71638	70815	1
71638	70816	1
71638	70817	1
71638	70818	1
71638	70819	2
71638	70820	2
71638	70822	1
71638	70823	1
71638	70824	2
71638	70826	1
71638	70828	2
71638	70829	1
71638	70830	1
71638	70832	1
71638	70833	2
71638	70834	1
71638	70836	1
71638	70837	1
71638	70838	1
71638	70840	1
71638	70842	1
71638	70843	1
71638	70845	2
71638	70846	1
71638	70847	1
71638	70849	2
71638	70851	1
71638	70852	1
71638	70854	1
71638	70855	1
71638	70861	1
71638	70862	1
71638	70866	1
71638	70867	1
71638	70868	1
71638	70869	1
71638	70872	2
71638	70873	1
71638	70874	1
71638	70875	2
71638	70876	1
71638	70877	2
71638	70878	2
71638	70879	1
71638	70880	2
71638	70884	1
71638	70885	1
71638	70886	1
71638	70887	2
71638	70888	1
71638	70889	1
71638	70891	1
71638	70892	2
71638	70893	2
71638	70894	1
71638	70896	1
71638	70897	1
71638	70898	1
71638	70899	1
71638	70901	1
71638	70903	1
71638	70904	1
71638	70905	1
71638	70906	1
71638	70907	1
71638	70908	2
71638	70910	2
71638	70911	1
71638	70912	1
71638	70914	1
71638	70917	1
71638	70918	1
71638	70919	1
71638	70920	1
71638	70921	1
71638	70923	1
71638	70924	1
71638	70925	1
71638	70926	2
71638	70927	2
71638	70928	1
71638	70929	1
71638	70932	1
71638	70933	1
71638	70934	1
71638	70935	1
71638	70936	1
71638	70937	1
71638	70944	1
71638	70945	1
71638	70947	1
71638	70948	1
71638	70949	1
71638	70955	1
71638	70956	1
71638	70959	1
71638	70960	1
71638	70964	1
71638	70966	1
71638	70967	1
71638	70968	1
71638	70969	1
71638	70972	1
71638	70973	1
71638	70974	1
71638	70976	1
71638	70977	1
71638	70979	2
71638	70981	3
71638	70983	1
71638	70984	1
71638	70987	1
71638	70988	1
71638	70989	1
71638	70991	1
71638	70992	1
71638	70993	1
71638	70994	1
71638	70995	2
71638	70996	1
71638	70997	1
71638	70998	2
71638	70999	1
71638	71000	1
71638	71001	2
71638	71002	2
71638	71005	1
71638	71007	1
71638	71008	1
71638	71009	1
71638	71010	1
71638	71012	1
71638	71013	1
71638	71014	1
71638	71015	1
71638	71017	1
71638	71018	1
71638	71019	1
71638	71022	3
71638	71023	1
71638	71024	1
71638	71027	1
71638	71029	2
71638	71030	2
71638	71031	1
71638	71032	1
71638	71033	1
71638	71034	1
71638	71035	3
71638	71036	2
71638	71037	1
71638	71038	2
71638	71039	3
71638	71041	1
71638	71042	1
71638	71044	1
71638	71045	3
71638	71046	1
71638	71047	2
71638	71048	1
71638	71050	1
71638	71051	1
71638	71054	1
71638	71055	2
71638	71056	1
71638	71058	1
71638	71063	3
71638	71065	2
71638	71067	1
71638	71068	2
71638	71069	1
71638	71071	1
71638	71073	2
71638	71074	1
71638	71075	2
71638	71076	2
71638	71077	1
71638	71078	2
71638	71079	2
71638	71080	1
71638	71081	2
71638	71082	1
71638	71083	1
71638	71084	2
71638	71085	1
71638	71086	4
71638	71088	2
71638	71089	3
71638	71090	2
71638	71092	3
71638	71093	1
71638	71094	1
71638	71095	2
71638	71096	3
71638	71097	4
71638	71098	1
71638	71099	1
71638	71100	3
71638	71101	4
71638	71102	2
71638	71103	2
71638	71104	3
71638	71105	6
71638	71106	6
71638	71107	3
71638	71108	4
71638	71109	4
71638	71110	4
71638	71111	3
71638	71112	3
71638	71113	4
71638	71114	2
71638	71115	3
71638	71116	1
71638	71117	3
71638	71118	2
71638	71119	2
71638	71120	2
71638	71121	3
71638	71123	1
71638	71125	1
71638	71126	3
71638	71128	1
71638	71130	2
71638	71131	2
71638	71132	2
71638	71133	2
71638	71134	3
71638	71135	2
71638	71136	4
71638	71137	2
71638	71138	1
71638	71139	3
71638	71140	2
71638	71141	1
71638	71142	5
71638	71143	2
71638	71144	2
71638	71145	3
71638	71146	4
71638	71147	4
71638	71148	2
71638	71149	1
71638	71150	2
71638	71151	2
71638	71152	1
71638	71153	2
71638	71154	2
71638	71155	2
71638	71156	2
71638	71157	5
71638	71159	3
71638	71160	2
71638	71161	3
71638	71162	4
71638	71163	2
71638	71164	2
71638	71165	5
71638	71166	2
71638	71167	3
71638	71168	3
71638	71169	2
71638	71170	2
71638	71172	4
71638	71173	4
71638	71174	2
71638	71175	2
71638	71176	1
71638	71177	2
71638	71178	2
71638	71179	4
71638	71180	3
71638	71181	2
71638	71182	1
71638	71183	4
71638	71184	1
71638	71185	1
71638	71186	2
71638	71187	3
71638	71188	1
71638	71189	1
71638	71190	3
71638	71191	2
71638	71192	2
71638	71193	1
71638	71195	1
71638	71196	1
71638	71197	3
71638	71198	1
71638	71199	4
71638	71200	3
71638	71201	2
71638	71202	3
71638	71203	1
71638	71204	3
71638	71205	1
71638	71206	1
71638	71207	3
71638	71208	1
71638	71209	1
71638	71210	3
71638	71211	3
71638	71212	1
71638	71213	4
71638	71214	3
71638	71215	3
71638	71216	3
71638	71217	1
71638	71218	1
71638	71219	3
71638	71220	5
71638	71223	1
71638	71225	1
71638	71226	1
71638	71227	1
71638	71228	4
71638	71229	1
71638	71230	2
71638	71231	3
71638	71233	2
71638	71234	2
71638	71235	2
